duration_ms
198973
166606
218147
221440
217925
231267
253390
214847
217947
202621
217307
239836
210747
235545
184732
232187
205920
173628
135090
181263
210773
417920
131064
203418
209320
233713
201707
164205
119133
263400
232959
222653
223347
156600
173720
173800
226973
197993
121887
184560
221013
200480
312820
187147
221653
215760
217289
207905
212120
228373
172800
214290
201000
216632
204347
179405
194408
163216
182707
188560
186987
238614
146520
211360
180823
197547
220117
194680
199849
212500
174800
163253
211440
276147
268867
227533
220293
201526
232550
175230
200186
190288
177000
176133
259550
184720
202547
226800
193456
197120
213309
142273
197437
234707
95467
217440
205748
260000
239000
196373
